simulation_id,host,os_release,simulator,simulator_version,cpu_model,cpu_cores_allocated,cpu_util_avg_pct,cpu_util_peak_pct,mem_util_avg_pct,peak_mem_mb,disk_io_mb,wall_time_s,cpu_time_s,license_wait_s,sim_perf_cycles_per_sec,temperature_c,voltage_mv,power_mode,power_w,grid_queue
RUN-000136,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,1,38.4,60.6,38.7,2333.9,368.1,8.2,5.82,8.94,294938.0,30.7,1092.4,turbo,7.6,normal
RUN-000137,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,80.5,84.4,39.9,2955.4,201.7,25.15,37.25,7.12,518999.8,65.7,1190.9,low_power,5.35,short
RUN-000138,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,72.6,99.6,49.3,3495.5,319.3,11.45,8.06,32.92,502308.4,88.7,1126.2,low_power,3.78,normal
RUN-000139,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,2,51.6,81.3,41.0,3571.7,334.4,35.51,36.19,4.61,1433733.9,51.4,1151.7,nominal,4.8,long
RUN-000140,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,66.0,93.2,45.2,3325.0,190.7,8.72,7.18,30.25,636729.2,42.7,1150.1,turbo,6.96,normal
RUN-000141,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,1,66.9,71.1,50.7,3623.2,325.7,29.76,21.31,9.44,2090375.0,59.5,1105.0,turbo,5.28,long
RUN-000142,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,63.5,81.3,54.8,569.2,480.4,25.55,24.02,8.94,95997.3,54.9,1103.9,nominal,4.58,long
RUN-000143,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,58.5,72.4,54.8,2214.6,307.2,25.82,32.7,0.32,682804.1,38.7,1160.6,nominal,4.19,normal
RUN-000144,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,65.0,71.6,51.2,3329.5,378.0,5.26,7.83,1.1,1320665.6,74.3,1072.3,turbo,7.25,short
RUN-000145,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,2,65.3,84.1,56.0,3327.3,476.9,4.02,5.23,54.42,326743.0,73.0,1023.2,turbo,5.83,normal
RUN-000146,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,40.7,57.5,40.2,1914.2,527.8,33.28,45.5,7.75,1195216.4,51.2,1107.5,nominal,4.8,long
RUN-000147,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,1,39.6,44.5,68.7,3656.2,320.3,19.23,15.92,1.81,109232.9,77.1,1147.8,nominal,5.61,normal
RUN-000148,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,77.0,85.2,39.8,1584.1,327.0,28.66,38.75,13.62,187925.3,48.3,1089.9,nominal,5.33,normal
RUN-000149,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,66.8,76.7,36.0,1998.1,468.1,19.4,19.71,3.22,1411102.5,69.4,1131.9,low_power,3.25,long
RUN-000150,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,3,65.4,76.8,48.5,2859.7,451.4,24.36,37.15,30.28,415652.9,49.9,1089.6,nominal,4.27,normal
RUN-000151,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,47.5,69.4,31.8,2024.5,292.9,5.19,7.01,2.6,1294187.1,31.4,1091.5,nominal,6.59,normal
RUN-000152,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,82.7,90.3,53.5,1985.7,225.8,23.67,33.72,10.92,1459635.2,40.6,1188.2,nominal,4.99,long
RUN-000153,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,54.0,67.0,35.7,3298.4,291.6,22.51,23.6,1.35,296517.3,49.1,1086.2,low_power,4.11,short
RUN-000154,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,64.1,83.7,25.3,3219.1,179.6,34.08,35.37,13.77,351395.1,60.4,1155.4,nominal,5.9,normal
RUN-000155,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,31.0,50.0,60.2,2413.6,363.0,16.18,21.56,22.3,4995805.2,37.0,1177.2,nominal,4.62,long
RUN-000156,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,51.3,65.1,41.5,3057.9,437.9,11.19,8.23,11.92,432701.7,42.4,1062.0,nominal,2.84,short
RUN-000157,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,64.1,83.1,51.8,2805.0,384.7,26.64,22.86,0.2,163413.7,48.3,1087.4,low_power,3.87,long
RUN-000158,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,39.9,53.4,56.2,1948.3,383.4,7.69,9.17,2.26,1823212.6,52.4,1132.2,nominal,1.98,short
RUN-000159,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,80.4,100.0,53.1,2794.9,365.4,23.96,18.42,4.76,111728.4,83.7,1020.7,low_power,4.59,long
RUN-000160,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,4,54.3,57.4,24.5,3194.0,133.6,24.43,29.34,0.54,72728.6,36.6,1169.8,nominal,5.28,normal
RUN-000161,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,35.6,56.0,42.7,1854.9,414.3,27.43,41.09,12.93,36455.6,48.4,1115.3,nominal,5.72,short
RUN-000162,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,44.3,70.8,55.6,2158.6,449.0,28.91,39.85,21.44,27905.3,54.1,1096.0,nominal,4.19,short
RUN-000163,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,73.6,91.9,30.0,4056.4,339.3,27.69,36.69,19.48,2460915.6,79.7,1176.2,low_power,5.54,long
RUN-000164,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,67.6,81.1,63.4,3796.3,289.7,24.4,25.31,8.43,107048.9,49.8,1088.7,nominal,4.16,short
RUN-000165,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,39.0,44.3,36.6,2942.1,179.5,19.45,17.24,6.97,1012350.1,95.0,1168.6,nominal,4.59,normal
RUN-000166,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,62.5,87.1,57.6,749.4,278.8,15.05,18.54,0.06,1097260.1,54.0,1098.4,nominal,5.65,long
RUN-000167,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,60.5,88.0,25.2,2962.0,410.2,7.91,9.47,6.03,3962844.4,46.9,1176.4,nominal,6.39,short
RUN-000168,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,66.3,89.7,37.6,2626.4,155.7,37.63,30.57,4.72,521227.7,51.6,1126.9,nominal,3.12,normal
RUN-000169,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,61.6,72.4,47.1,2508.8,381.5,18.66,16.57,3.45,605879.1,54.5,1118.9,nominal,4.38,long
RUN-000170,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,19.4,36.8,48.7,2542.6,530.5,14.72,18.65,12.54,411600.3,52.7,1149.7,nominal,4.22,long
RUN-000171,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,48.3,59.8,44.4,3015.8,343.3,29.54,34.28,11.67,234324.4,30.3,1112.8,nominal,5.5,long
RUN-000172,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,3,70.9,88.3,41.6,3981.2,326.3,12.57,12.87,6.1,440237.9,65.0,1108.9,low_power,3.92,short
RUN-000173,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,77.4,100.0,31.8,3122.3,179.9,26.74,31.94,6.76,9648.7,51.8,1080.3,low_power,3.96,normal
RUN-000174,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,52.5,80.1,19.8,3613.7,431.3,15.63,21.64,4.11,418461.7,20.0,1093.1,nominal,5.04,normal
RUN-000175,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,64.7,70.7,41.2,3623.8,148.4,16.14,17.84,4.54,140428.4,67.2,1092.4,nominal,3.67,normal
RUN-000176,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,59.4,79.9,57.8,1266.5,246.7,23.32,21.47,2.5,1937496.7,60.7,1059.8,nominal,3.57,short
RUN-000177,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,57.6,86.8,66.6,2245.9,428.4,16.28,19.3,7.96,215515.2,51.9,1107.2,turbo,5.85,normal
RUN-000178,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,73.9,97.6,58.6,1981.0,434.1,21.18,23.58,5.5,622389.0,83.5,1134.7,nominal,3.51,normal
RUN-000179,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,3,63.0,77.3,45.2,3048.7,534.5,16.7,12.15,0.9,357845.7,68.8,1114.8,low_power,3.03,long
RUN-000180,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,3,76.0,82.4,40.5,3131.5,350.1,2.71,4.21,19.15,4004586.3,43.9,1092.7,low_power,1.89,short
RUN-000181,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,2,65.8,69.7,38.1,1644.3,364.9,10.18,9.25,0.17,646983.5,47.7,1131.4,nominal,4.86,long
RUN-000182,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,66.0,73.7,35.9,2618.9,5.0,27.92,44.46,3.14,56074.5,44.6,1151.2,nominal,3.95,long
RUN-000183,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,2,47.4,59.9,40.7,3934.1,68.1,7.79,12.08,0.71,1518848.5,49.9,1125.7,turbo,6.2,short
RUN-000184,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,50.7,65.6,33.6,1893.1,381.5,9.97,15.07,2.05,327917.9,61.2,1094.9,nominal,4.16,long
RUN-000185,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,64.2,92.6,36.2,3699.9,356.5,5.76,5.86,19.13,3618597.2,51.3,1138.0,nominal,5.55,normal
RUN-000186,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,59.9,82.4,32.0,2780.2,73.3,20.96,19.32,26.23,52478.4,51.7,1082.0,nominal,2.36,long
RUN-000187,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,3,80.1,93.6,52.3,4268.8,344.2,18.94,29.17,3.79,1750051.2,45.7,1130.2,nominal,2.27,short
RUN-000188,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,77.9,97.4,69.4,4209.0,271.0,17.33,25.78,7.73,343448.4,58.0,1133.3,nominal,5.67,short
RUN-000189,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,70.6,74.4,48.3,2565.2,373.7,19.82,21.11,5.78,494813.6,24.7,1111.4,low_power,2.76,normal
RUN-000190,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,48.9,61.8,42.9,2716.5,300.1,27.29,21.95,1.29,114143.2,26.5,1118.3,nominal,4.63,short
RUN-000191,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,4,49.6,58.2,55.0,3072.5,274.1,22.71,21.44,1.46,1159680.3,55.3,1075.0,nominal,5.85,long
RUN-000192,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,40.2,44.8,19.0,2984.0,663.7,21.74,25.66,42.84,263482.7,58.1,1097.7,nominal,3.97,long
RUN-000193,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,72.7,98.0,53.2,3825.8,257.8,27.4,23.33,0.7,133262.7,55.1,1091.8,low_power,5.26,short
RUN-000194,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,46.1,71.6,40.6,1730.1,381.7,27.62,32.0,13.4,1838820.5,57.4,1101.6,nominal,4.25,long
RUN-000195,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,80.4,83.8,45.9,2666.0,347.1,22.53,21.88,5.57,82574.3,62.2,1130.3,nominal,3.06,short
RUN-000196,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,59.4,62.6,56.5,1943.5,499.1,19.43,16.82,1.97,799443.7,43.7,1094.4,nominal,5.11,normal
RUN-000197,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,61.1,80.5,18.5,2962.8,288.4,5.43,6.7,6.08,900794.5,62.3,1150.4,nominal,4.53,long
RUN-000198,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,61.6,77.8,50.4,2432.7,156.3,26.91,36.71,2.21,109061.2,78.9,1162.6,nominal,3.5,long
RUN-000199,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,57.3,68.8,64.3,3938.4,235.8,28.07,22.43,0.21,998923.6,33.6,1118.1,turbo,4.57,long
RUN-000200,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,38.4,55.2,37.7,3244.8,185.3,24.65,29.36,1.71,2472807.9,63.8,1139.7,nominal,5.92,short
RUN-000201,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,82.6,86.4,54.1,2384.2,622.4,25.86,25.17,7.22,766833.2,35.7,1118.9,nominal,4.52,normal
RUN-000202,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,66.1,91.3,27.9,3203.6,123.5,10.39,10.09,19.12,101529.7,45.6,1115.0,turbo,4.19,long
RUN-000203,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,4,61.4,90.9,39.0,2583.8,5.0,7.94,11.45,0.56,235564.4,66.0,1168.6,nominal,6.28,long
RUN-000204,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,44.9,62.5,53.4,4551.4,295.9,27.83,37.91,4.32,468077.6,42.9,1083.5,nominal,3.81,short
RUN-000205,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,3,56.2,78.5,37.4,4295.4,341.8,9.06,8.14,6.74,2115598.7,43.6,1148.1,nominal,4.28,short
RUN-000206,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,66.5,91.5,38.2,2710.3,368.4,22.63,35.58,4.11,103184.7,85.0,1086.1,nominal,4.43,short
RUN-000207,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,63.0,70.2,49.3,1948.2,121.9,10.2,12.09,6.77,1586591.2,65.3,1115.2,nominal,6.15,short
RUN-000208,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,53.5,62.7,62.7,4188.9,314.5,29.23,30.69,2.7,2658212.1,42.8,1076.8,low_power,5.62,normal
RUN-000209,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,51.7,64.2,53.3,1376.9,562.0,27.18,34.3,3.42,166039.4,56.5,1111.5,turbo,6.91,normal
RUN-000210,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,57.3,81.2,28.6,3805.6,531.3,23.06,34.83,11.5,131311.8,35.8,1083.1,low_power,5.25,normal
RUN-000211,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,34.0,43.3,41.2,2820.9,462.4,29.86,21.54,20.57,89295.2,33.8,1061.1,low_power,4.36,short
RUN-000212,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,2,65.2,89.4,40.6,1534.3,388.9,25.76,34.41,8.68,786000.0,64.2,1140.9,nominal,6.69,short
RUN-000213,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,78.7,93.5,61.2,1841.5,353.9,11.82,9.75,12.04,2949147.4,34.1,1187.8,nominal,2.87,long
RUN-000214,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,55.8,69.4,46.9,4426.7,295.0,15.77,20.34,28.34,121022.2,69.4,1128.1,turbo,8.46,normal
RUN-000215,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,58.7,73.0,57.1,2089.2,87.4,6.48,5.58,21.97,1048809.4,48.6,1107.2,low_power,5.15,normal
RUN-000216,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,73.0,85.8,48.8,3670.8,249.5,9.73,12.72,0.8,245645.4,37.0,1109.3,nominal,3.79,long
RUN-000217,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,3,44.8,65.1,69.2,2450.0,422.5,20.05,15.99,5.92,117381.5,67.8,1126.7,nominal,3.95,short
RUN-000218,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,58.4,74.2,32.8,2834.5,48.7,19.02,15.48,28.92,746288.9,73.3,1032.8,nominal,3.82,short
RUN-000219,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,57.1,87.1,26.4,3750.5,89.3,20.7,25.32,6.2,216545.4,57.8,1167.2,low_power,4.93,short
RUN-000220,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,65.4,78.8,29.0,2921.6,158.9,21.83,34.55,17.26,1486270.2,51.6,1179.6,low_power,3.26,normal
RUN-000221,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,55.0,60.1,37.8,2679.4,363.9,27.0,32.31,24.04,182367.4,43.5,1101.8,low_power,4.28,short
RUN-000222,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,65.8,75.6,52.9,2763.7,631.2,5.87,8.05,4.45,2402639.2,60.8,1120.0,nominal,2.53,short
RUN-000223,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,76.3,93.2,61.5,1938.8,256.6,29.92,24.87,0.32,168100.3,86.6,1183.1,nominal,4.05,normal
RUN-000224,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,42.7,69.9,43.5,3008.2,147.0,37.42,33.93,6.65,2044190.1,59.6,1135.6,nominal,4.21,long
RUN-000225,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,56.2,69.4,37.3,4232.8,418.5,28.59,21.9,7.8,696671.5,41.4,1136.2,nominal,3.54,long
RUN-000226,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,43.2,63.4,45.0,4391.8,92.7,11.6,17.57,6.16,162547.8,64.7,1105.7,nominal,3.24,long
RUN-000227,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,75.2,88.0,35.1,2023.7,166.5,14.1,15.29,0.15,1254851.7,63.5,1075.0,nominal,3.86,short
RUN-000228,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,63.0,66.6,28.8,3366.1,356.2,23.58,36.55,0.18,839951.5,60.9,1011.9,low_power,2.87,long
RUN-000229,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,59.3,84.5,54.2,3296.3,234.3,11.53,16.86,1.62,89001.8,71.6,1109.6,nominal,5.02,short
RUN-000230,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,71.7,75.2,56.8,4242.6,387.6,13.29,13.31,9.81,2915128.6,63.8,1159.1,nominal,5.9,short
RUN-000231,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,3,48.8,73.9,56.2,2746.3,292.8,4.52,4.6,5.1,890669.5,71.2,1066.1,turbo,5.62,short
RUN-000232,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,70.8,85.7,38.1,3901.3,305.8,29.54,26.23,19.13,103103.0,48.3,1158.0,nominal,3.83,long
RUN-000233,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,65.6,74.6,23.8,2120.4,436.7,16.65,14.11,28.03,598018.6,66.2,1121.8,nominal,4.65,short
RUN-000234,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,4,51.6,77.7,52.5,3499.5,271.7,28.3,27.85,23.61,1253800.0,65.6,1135.7,low_power,4.45,normal
RUN-000235,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,39.6,59.6,74.0,4067.6,364.2,20.68,16.23,3.69,362896.3,50.3,1135.5,nominal,3.57,short
RUN-000236,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,42.0,52.6,38.0,1607.0,5.0,3.67,5.58,12.24,2831254.8,76.8,1085.0,low_power,7.05,long
RUN-000237,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,67.7,87.8,40.3,4811.0,204.4,20.59,16.13,10.56,159722.2,88.2,1111.2,turbo,8.35,normal
RUN-000238,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,4,70.0,78.1,64.0,3279.3,447.6,23.69,28.45,18.05,98989.7,60.0,1083.9,nominal,6.19,long
RUN-000239,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,41.3,71.2,66.4,2598.4,457.4,21.95,25.89,3.58,638978.4,39.4,1196.0,nominal,2.3,normal
RUN-000240,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,51.9,62.0,56.1,2313.4,466.3,15.68,19.31,18.39,115198.9,39.8,1147.3,nominal,4.18,short
RUN-000241,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,3,69.2,85.5,48.6,5130.7,322.3,12.63,14.28,5.6,6312805.7,51.0,1089.9,nominal,4.93,short
RUN-000242,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,69.8,98.4,52.7,3989.0,411.4,26.52,34.27,1.21,1212607.2,49.9,1130.6,nominal,5.05,long
RUN-000243,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,59.6,67.0,52.7,2557.8,364.3,22.72,29.05,1.6,92263.8,47.3,1062.0,low_power,3.3,normal
RUN-000244,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,1,64.7,86.4,49.4,2655.1,5.0,12.55,10.12,26.45,1032223.2,59.0,1137.5,low_power,6.21,short
RUN-000245,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,50.5,62.1,55.4,2817.2,437.4,28.9,36.37,0.76,543940.8,42.2,1139.3,low_power,4.63,long
RUN-000246,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,4,64.2,70.0,68.2,3504.8,282.7,11.56,17.44,8.11,3863125.9,48.4,1106.0,turbo,7.22,normal
RUN-000247,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,50.2,75.1,65.0,1732.7,125.0,24.76,32.08,14.54,281786.5,55.2,1128.4,nominal,5.34,long
RUN-000248,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,70.7,94.7,36.5,2011.1,297.6,32.15,37.01,14.66,1243859.6,42.6,1101.9,low_power,5.55,long
RUN-000249,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,1,58.0,66.7,57.8,3093.9,112.6,32.31,33.24,2.74,1156342.6,77.1,1070.6,nominal,3.8,normal
RUN-000250,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,62.2,67.6,22.0,1485.8,355.7,31.84,32.82,16.3,592529.7,78.4,1165.0,nominal,3.49,long
RUN-000251,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,40.7,44.0,46.7,2513.3,304.6,6.12,8.98,8.78,172800.8,69.6,1091.8,nominal,3.88,long
RUN-000252,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,41.1,64.6,55.9,1656.6,472.6,12.77,9.73,10.26,836970.4,53.1,1139.6,low_power,0.97,long
RUN-000253,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,1,64.4,77.2,55.2,3144.3,596.3,15.48,17.64,16.38,452506.7,54.8,1076.6,nominal,4.37,normal
RUN-000254,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,70.7,75.2,44.3,3431.6,229.8,35.56,43.16,6.14,1062620.0,39.9,1137.9,nominal,4.64,short
RUN-000255,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,73.5,77.6,39.3,2617.0,287.4,8.56,10.06,4.15,1419959.1,46.9,1187.5,nominal,4.28,normal
RUN-000256,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,52.2,62.7,46.3,3512.0,214.0,30.12,40.29,1.02,2199185.4,67.7,1153.1,nominal,4.14,short
RUN-000257,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,62.9,88.4,37.9,2825.0,260.3,22.22,25.79,18.67,168402.6,36.2,1131.5,low_power,1.99,long
RUN-000258,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,60.9,88.0,55.6,1236.5,408.9,12.09,17.28,6.61,133140.4,90.1,1190.4,low_power,3.71,short
RUN-000259,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,54.8,71.0,41.8,1680.9,606.0,24.92,26.14,4.64,127590.1,42.8,1076.7,low_power,4.39,long
RUN-000260,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,38.8,63.2,48.4,2624.2,557.1,17.69,25.85,1.94,351809.3,21.7,1160.3,nominal,5.9,normal
RUN-000261,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,66.4,79.6,47.3,2617.8,424.9,9.02,9.83,10.13,1018636.5,49.0,1071.2,nominal,3.84,long
RUN-000262,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,60.6,64.2,58.8,3418.4,9.9,3.41,2.46,12.34,1863763.3,45.4,1081.1,nominal,4.0,short
RUN-000263,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,50.1,56.4,57.2,3487.6,702.2,27.95,29.7,5.25,883533.8,54.8,1108.7,low_power,3.73,short
RUN-000264,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,73.9,98.9,63.9,3262.4,165.0,18.48,26.93,3.06,734631.9,58.6,1090.0,nominal,3.56,normal
RUN-000265,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,56.4,85.4,51.8,3304.2,289.9,25.19,26.36,21.23,89617.4,86.3,1180.8,nominal,4.62,short
RUN-000266,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,36.7,61.6,42.7,2908.0,459.9,24.92,22.48,11.84,182718.0,45.5,1069.5,low_power,3.85,normal
RUN-000267,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,50.2,66.5,59.9,2791.9,285.8,7.48,9.19,3.29,2204759.9,62.0,1129.8,low_power,6.34,normal
RUN-000268,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,56.3,77.8,48.5,3026.8,458.0,27.7,23.94,1.71,338267.3,55.4,1110.0,low_power,3.23,long
RUN-000269,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,43.3,59.8,41.4,2843.3,261.5,10.56,8.64,19.07,9465818.8,33.3,1141.3,low_power,3.73,normal
RUN-000270,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,46.9,55.4,40.3,2898.5,413.5,10.08,11.42,1.76,642994.3,30.6,1147.4,nominal,4.4,long
RUN-000271,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,76.2,80.1,44.7,3027.3,449.4,30.6,26.42,4.35,190736.4,52.5,1182.8,turbo,6.34,short
